,src_ip,dst_ip,src_port,dst_port,t_proto,dsfield,ip_flags,length,application,traffic_type,arc,d_proto
5064,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5065,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,822,facebook,chat,nonvpn,TLS
5066,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5067,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,639,facebook,chat,nonvpn,TLS
5068,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5069,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5070,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,571,facebook,chat,nonvpn,TLS
5071,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5072,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5073,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
5074,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5075,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5076,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1166,facebook,chat,nonvpn,TLS
5077,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,488,facebook,chat,nonvpn,TLS
5078,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5079,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
5080,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,251,facebook,chat,nonvpn,TLS
5081,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5082,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5083,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5084,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,948,facebook,chat,nonvpn,TLS
5085,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5086,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,639,facebook,chat,nonvpn,TLS
5087,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5088,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5089,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,1036,facebook,chat,nonvpn,TLS
5090,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5091,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,713,facebook,chat,nonvpn,TLS
5092,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5093,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,488,facebook,chat,nonvpn,TLS
5094,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5095,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
5096,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,195,facebook,chat,nonvpn,TLS
5097,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5098,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5099,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,698,facebook,chat,nonvpn,TLS
5100,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5101,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,641,facebook,chat,nonvpn,TLS
5102,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5103,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5104,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,711,facebook,chat,nonvpn,TLS
5105,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,641,facebook,chat,nonvpn,TLS
5106,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5107,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,697,facebook,chat,nonvpn,TLS
5108,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5109,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,640,facebook,chat,nonvpn,TLS
5110,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5111,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5112,131.202.240.87,173.194.210.188,64796,5228,tcp,0x00,0x40,55,facebook,chat,nonvpn,DATA
5113,173.194.210.188,131.202.240.87,5228,64796,tcp,0x00,0x00,66,facebook,chat,nonvpn,TCP
5114,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,699,facebook,chat,nonvpn,TLS
5115,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,643,facebook,chat,nonvpn,TLS
5116,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5117,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5118,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1153,facebook,chat,nonvpn,TLS
5119,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,574,facebook,chat,nonvpn,TLS
5120,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5121,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,1334,facebook,chat,nonvpn,TLS
5122,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5123,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5124,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5125,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1109,facebook,chat,nonvpn,TLS
5126,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,635,facebook,chat,nonvpn,TLS
5127,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5128,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5129,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5130,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,215,facebook,chat,nonvpn,TLS
5131,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5132,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5133,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5134,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,334,facebook,chat,nonvpn,TLS
5135,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,119,facebook,chat,nonvpn,TLS
5136,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5137,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5138,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5139,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,700,facebook,chat,nonvpn,TLS
5140,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,638,facebook,chat,nonvpn,TLS
5141,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5142,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5143,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,802,facebook,chat,nonvpn,TLS
5144,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,642,facebook,chat,nonvpn,TLS
5145,61.183.128.6,131.202.240.87,50630,8080,tcp,0x00,0x00,60,facebook,chat,nonvpn,TCP
5146,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5147,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,821,facebook,chat,nonvpn,TLS
5148,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5149,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,641,facebook,chat,nonvpn,TLS
5150,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5151,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5152,131.202.240.87,77.72.169.130,17208,11113,udp,0x00,0x40,150,facebook,chat,nonvpn,DATA
5153,77.72.169.130,131.202.240.87,11113,17208,udp,0x00,0x40,60,facebook,chat,nonvpn,DATA
5154,77.72.169.130,131.202.240.87,11113,17208,udp,0x00,0x40,109,facebook,chat,nonvpn,DATA
5155,131.202.240.87,77.72.169.130,17208,11113,udp,0x00,0x40,60,facebook,chat,nonvpn,DATA
5156,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,893,facebook,chat,nonvpn,TLS
5157,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5158,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,95,facebook,chat,nonvpn,TLS
5159,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5160,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5161,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,342,facebook,chat,nonvpn,TLS
5162,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,105,facebook,chat,nonvpn,TLS
5163,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5164,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1266,facebook,chat,nonvpn,TLS
5165,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,384,facebook,chat,nonvpn,TLS
5166,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5167,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,784,facebook,chat,nonvpn,TLS
5168,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5169,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1141,facebook,chat,nonvpn,TLS
5170,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5171,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,642,facebook,chat,nonvpn,TLS
5172,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5173,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,215,facebook,chat,nonvpn,TLS
5174,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5175,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5176,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5177,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5178,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,699,facebook,chat,nonvpn,TLS
5179,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,642,facebook,chat,nonvpn,TLS
5180,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5181,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5182,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,700,facebook,chat,nonvpn,TLS
5183,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,642,facebook,chat,nonvpn,TLS
5184,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5185,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1238,facebook,chat,nonvpn,TLS
5186,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5187,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,576,facebook,chat,nonvpn,TLS
5188,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5189,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,786,facebook,chat,nonvpn,TLS
5190,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5191,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1075,facebook,chat,nonvpn,TLS
5192,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5193,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,642,facebook,chat,nonvpn,TLS
5194,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5195,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5196,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,215,facebook,chat,nonvpn,TLS
5197,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5198,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5199,131.202.240.87,173.194.210.188,64796,5228,tcp,0x00,0x40,55,facebook,chat,nonvpn,DATA
5200,173.194.210.188,131.202.240.87,5228,64796,tcp,0x00,0x00,66,facebook,chat,nonvpn,TCP
5201,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,1391,facebook,chat,nonvpn,TLS
5202,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5203,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5204,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5205,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,310,facebook,chat,nonvpn,TLS
5206,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,174,facebook,chat,nonvpn,TLS
5207,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5208,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5209,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,337,facebook,chat,nonvpn,TLS
5210,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5211,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,325,facebook,chat,nonvpn,TLS
5212,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
5213,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5214,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,334,facebook,chat,nonvpn,TLS
5215,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,119,facebook,chat,nonvpn,TLS
5216,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5217,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5218,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,324,facebook,chat,nonvpn,TLS
5219,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
5220,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,367,facebook,chat,nonvpn,TLS
5221,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5222,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5223,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
5224,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5225,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
5226,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5227,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5228,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,801,facebook,chat,nonvpn,TLS
5229,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,484,facebook,chat,nonvpn,TLS
5230,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
5231,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5232,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,822,facebook,chat,nonvpn,TLS
5233,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5234,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,640,facebook,chat,nonvpn,TLS
5235,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5236,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5237,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,700,facebook,chat,nonvpn,TLS
5238,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,639,facebook,chat,nonvpn,TLS
5239,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5240,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5241,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,572,facebook,chat,nonvpn,TLS
5242,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5243,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,153,facebook,chat,nonvpn,TLS
5244,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
5245,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,638,facebook,chat,nonvpn,TLS
5246,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5247,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5248,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1189,facebook,chat,nonvpn,TLS
5249,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5250,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,484,facebook,chat,nonvpn,TLS
5251,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5252,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
5253,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,252,facebook,chat,nonvpn,TLS
5254,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5255,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5256,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5257,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
5258,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5259,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5260,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5261,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,969,facebook,chat,nonvpn,TLS
5262,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5263,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,640,facebook,chat,nonvpn,TLS
5264,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5265,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5266,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1163,facebook,chat,nonvpn,TLS
5267,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,875,facebook,chat,nonvpn,TLS
5268,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5269,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,483,facebook,chat,nonvpn,TLS
5270,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5271,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1119,facebook,chat,nonvpn,TLS
5272,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5273,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,639,facebook,chat,nonvpn,TLS
5274,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5275,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5276,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,225,facebook,chat,nonvpn,TLS
5277,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5278,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,594,facebook,chat,nonvpn,TLS
5279,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5280,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,325,facebook,chat,nonvpn,TLS
5281,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
5282,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5283,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,322,facebook,chat,nonvpn,TLS
5284,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,307,facebook,chat,nonvpn,TLS
5285,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5286,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5287,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,699,facebook,chat,nonvpn,TLS
5288,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,678,facebook,chat,nonvpn,TLS
5289,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
5290,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5291,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1146,facebook,chat,nonvpn,TLS
5292,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5293,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,577,facebook,chat,nonvpn,TLS
5294,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5295,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,1336,facebook,chat,nonvpn,TLS
5296,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5297,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5298,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5299,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5300,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,215,facebook,chat,nonvpn,TLS
5301,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5302,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5303,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1108,facebook,chat,nonvpn,TLS
5304,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,639,facebook,chat,nonvpn,TLS
5305,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5306,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5307,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
5308,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,334,facebook,chat,nonvpn,TLS
5309,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,119,facebook,chat,nonvpn,TLS
5310,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
5311,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
5312,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,699,facebook,chat,nonvpn,TLS
5313,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,640,facebook,chat,nonvpn,TLS
5314,173.252.100.27,131.202.240.87,443,64842,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
5315,131.202.240.87,173.252.100.27,64842,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
